Name,Degree Type,Years of Experience,Speciality,Location,City,DP Score,NPV,Consult Fee
Dr. Gargi Merchant,MBBS,13,Ophthalmologist,Santacruz West,Mumbai,,,1200
Dr. Rishika Chauhan,MBBS,15,Ophthalmologist,Ghatkopar West,Mumbai,100,344,1300
Dr. Kavita Rao,MBBS,28,Ophthalmologist,Wadala,Mumbai,,,1400
Dr. Rushabh Shah,MBBS,18,Ophthalmologist,Girgaon,Mumbai,97,58,1000
Dr. Ritu Shah,MD,13,Ophthalmologist,Andheri East,Mumbai,,,1000
Dr. Pavitra Shanbhag Bhat,FCPS,22,Ophthalmologist,Powai,Mumbai,100,58,1600
Dr. Rajul S. Parikh,MBBS,30,Ophthalmologist,Andheri West,Mumbai,98,1207,950
Dr. Prathmesh Mehta,MBBS,17,Ophthalmologist,Andheri West,Mumbai,98,54,799
Dr. Pragnya Rathod,DNB,13,Ophthalmologist,Chembur West,Mumbai,97,33,800
Dr. Kalpesh Shah,MBBS,22,Ophthalmologist,Ghatkopar East,Mumbai,,,1000
Dr. Sunil Morekar,MBBS,26,Ophthalmologist,Mahim,Mumbai,,,1800
Dr. Chen Lanin Choun Min,MBBS,11,Ophthalmologist,Chembur East,Mumbai,,,1000
Dr. Maithil Thakkar,MBBS,16,Ophthalmologist,Chembur West,Mumbai,99,72,600
Dr. Sanjeev Upadhyaya,MBBS,25,Ophthalmologist,Marine Drive,Mumbai,100,34,2500
Dr. Prashant M Koranmath,MS,10,Ophthalmologist,Malad West,Mumbai,,,1200
Dr. Jaydeep A Walinjkar,MBBS,11,Ophthalmologist,Wadala,Mumbai,,,1400
Dr. Rohan Dedhia,MBBS,11,Ophthalmologist,Bandra West,Mumbai,,,1200
Dr. Smit M Bavariya,MBBS,10,Ophthalmologist,Wadala,Mumbai,,,1400
Dr. Karishma Bhate-Chavan,MBBS,13,Ophthalmologist,Chembur East,Mumbai,,,1000
Dr. Yogesh Jain,MBBS,23,Ophthalmologist,Mahim,Mumbai,,,1800
Dr. Sanyogita Y. Vichare,MBBS,18,Ophthalmologist,Dadar,Mumbai,98,283,600
Dr. Dhawal Haria,MBBS,16,Ophthalmologist,Borivali West,Mumbai,100,315,500
Dr. Susheel Deshmukh,MBBS,20,Ophthalmologist,Goregaon East,Mumbai,97,61,500
Dr. Riddhi Shah,DNB,19,Ophthalmologist,Matunga East,Mumbai,100,23,1500
Dr. Partho Bakshi,MBBS,20,Ophthalmologist,Chembur,Mumbai,100,31,1200
Dr. Sameer Sawant,MBBS,23,Ophthalmologist,Santacruz East,Mumbai,98,128,850
Dr. Nimesh Mehta,MS,29,Ophthalmologist,Borivali West,Mumbai,95,859,850
Dr. Anurag Agarwal,MBBS,25,Ophthalmologist,Goregaon West,Mumbai,98,247,700
Dr. Sunita Mohan,MBBS,15,Ophthalmologist,Chembur,Mumbai,,,1000
Dr. Priya Sawant,MS,21,Ophthalmologist,Santacruz East,Mumbai,100,149,750
Dr. Bakar Ali Kadiwala,MBBS,21,Ophthalmologist,Tardeo,Mumbai,,,1500
Dr. Shefali Parikh,MBBS,28,Ophthalmologist,Andheri West,Mumbai,98,125,950
Dr. Shounak Parekh,MS,29,Ophthalmologist,Bandra West,Mumbai,97,723,1500
Dr. Chinmaya Sahu,MBBS,21,Ophthalmologist,Malad West,Mumbai,99,1397,1000
Dr. Darshana Gadgil,MBBS,24,Ophthalmologist,Mahim,Mumbai,99,711,1800
Dr. Deepti Nanwani Patel,MBBS,15,Ophthalmologist,Kandivali East,Mumbai,97,70,700
Dr. Anil Yadav,MBBS,19,Ophthalmologist,Kandivali East,Mumbai,100,25,800
Dr. Ashish Doshi,MBBS,25,Ophthalmologist,Santacruz West,Mumbai,,,1200
Dr. Ashini Maniar,MBBS,17,Ophthalmologist,Bandra West,Mumbai,,,1500
Dr. Neha Dholakia,DNB,27,Ophthalmologist,Nana Chowk,Mumbai,100,313,1000
Dr. Swapnesh Sawant,MBBS,18,Ophthalmologist,Dadar,Mumbai,96,49,1000
Dr. Jugal Shah,FCPS,28,Ophthalmologist,Charni Road,Mumbai,98,606,1500
Dr. Mauli Potdar Shah,MBBS,25,Ophthalmologist,Kandivali East,Mumbai,98,40,800
Dr. Dipti Shah,MBBS,28,Ophthalmologist,Marine Lines,Mumbai,98,691,1000
Dr. Indeevar Vimal Mishra,DNB,11,Ophthalmologist,Bhandup West,Mumbai,98,62,600
Dr. Prachi Agashe,MBBS,16,Ophthalmologist,Santacruz West,Mumbai,,,1500
Dr. Chandni Kotak,DNB,13,Ophthalmologist,Malabar Hill,Mumbai,100,34,1200
Dr. Sneha Suresh Prabhu,MBBS,14,Ophthalmologist,Bandra West,Mumbai,,,1200
Dr. Astha Jain,MBBS,14,Ophthalmologist,Chembur,Mumbai,,,500
Dr. Namrata Adulkar,MBBS,17,Ophthalmologist,Charni Road,Mumbai,100,26,2000
Dr. Nita Shanbhag,MBBS,35,Ophthalmologist,Chembur East,Mumbai,,,1000
Dr. Smita Gavade,MBBS,16,Ophthalmologist,Chembur East,Mumbai,,,1000
Dr. Charmy Dedhiya,MBBS,16,Ophthalmologist,Chembur East,Mumbai,,,1000
Dr. Ridhika Jhunjhunwala,MS,10,Ophthalmologist,Andheri East,Mumbai,,,800
Dr. Divya Basa,MBBS,14,Ophthalmologist,Andheri West,Mumbai,,,700
Dr. Gunjan Rathi,MS,14,Ophthalmologist,Andheri West,Mumbai,,,350
Dr. Haresh Asnani,MBBS,38,Ophthalmologist,Chembur East,Mumbai,,,1000
Dr. Roshani Desai,MBBS,17,Ophthalmologist,Malad West,Mumbai,,,1000
Dr. Nitesh Agrawal,MBBS,16,Ophthalmologist,Vileparle West,Mumbai,,,1000
Dr. Ashwin Shetty,MBBS,13,Ophthalmologist,Charni Road,Mumbai,,,1500
Dr. Anshumali Mishra,MS,7,Ophthalmologist,Chunabhatti,Mumbai,,,600
Dr. Nidhi Thaker,MBBS,14,Ophthalmologist,Goregaon West,Mumbai,,,700
Dr. Sunita Meena,MBBS,15,Ophthalmologist,Chembur,Mumbai,,,1000
Dr. Satpal Pannu,MBBS,44,Ophthalmologist,Charni Road,Mumbai,,,1500
Dr. Nasreen Gite,MBBS,17,Urologist,Chembur,Mumbai,,,1500
Dr. Samir Bagadia,MBBS,17,Urologist,Andheri West,Mumbai,88,17,1500
Dr. Sachin Pahade,MBBS,23,Urologist,Goregaon West,Mumbai,,,1500
Dr. Tarun Jain,MBBS,11,Urologist,Tardeo,Mumbai,,,2000
Dr. Shrikant Badwe,MBBS,46,Urologist,Goregaon West,Mumbai,91,255,1500
Dr. Pradeep Prabhakar Rao,MBBS,34,Urologist,Parel,Mumbai,,,1850
Dr. Dilip Raja,MBBS,44,Urologist,Bandra West,Mumbai,87,464,3000
Dr. Ravindra Hodarkar,MBBS,47,Urologist,Chembur,Mumbai,40,15,1200
Dr. Ajaykumar R. Gajengi,MS,20,Urologist,Borivali West,Mumbai,91,45,1000
Dr. Suresh Kumar Bhagat,MBBS,22,Urologist,Mahim,Mumbai,100,13,2500
Dr. Jitendra Kumar Sakhrani,MBBS,11,Urologist,Tardeo,Mumbai,,,2000
Dr. Sony Mehta,MBBS,11,Urologist,Mahim,Mumbai,99,477,2000
Dr. Saket Sathe,MBBS,13,Urologist,Kandivali West,Mumbai,97,39,1200
Dr. Prakash Chandra Shetty,MBBS,30,Urologist,Powai,Mumbai,81,26,1700
Dr. Sayed Zaffar Karam,MBBS,13,Urologist,Chembur,Mumbai,,,1200
Dr. Rahul Nair,MBBS,15,Urologist,Goregaon West,Mumbai,,,1500
Dr. Jitendra Jagtap,MS,15,Urologist,Parel,Mumbai,,,1850
Dr. Ojas Potdar,MBBS,7,Urologist,Andheri West,Mumbai,,,1500
Dr. M S Kothari,MBBS,36,Urologist,Mahim,Mumbai,,,1800
Dr. Srikant Pai,MBBS,12,Urologist,Andheri West,Mumbai,,,1500
Dr. Samir S Shirodkar,MBBS,30,Urologist,Mahim,Mumbai,,,2000
Dr. Abhishek M Shah,MBBS,16,Urologist,Mahim,Mumbai,,,1800
Dr. Amol Kamble,MBBS,14,Urologist,Borivali East,Mumbai,,,1500
Dr. Prakash L Tejwani,MS,20,Urologist,Mira Road,Mumbai,96,381,1000
Dr. Varun Sanjay Gunavanthe,MBBS,19,Urologist,Santacruz West,Mumbai,,,2200
Dr. Anand Utture,MCh,29,Urologist,Mahim,Mumbai,85,96,2500
Dr. Mukund Andakar,MBBS,33,Urologist,Tardeo,Mumbai,,,1500
Dr. Mukesh Shah,MBBS,41,Urologist,Andheri West,Mumbai,91,23,700
Dr. Ashutosh Baghel,MBBS,19,Urologist,Mira Road,Mumbai,,,1000
Dr. Abhinandan Sadalge,MBBS,26,Urologist,Santacruz West,Mumbai,,,2000
Dr. Mangesh Patil,DNB,24,Urologist,Opera House,Mumbai,95,20,2000
Dr. Percy J Chibber,MBBS,43,Urologist,Charni Road,Mumbai,77,22,4000
Dr. Amit Pravin Gala,MBBS,16,Urologist,Kandivali,Mumbai,,,1500
Dr. Kulkarni Jagadeesh Narharrao,MBBS,52,Urologist,Kemps Corner,Mumbai,,,5000
Dr. Amit Kolekar,MCh,20,Urologist,Goregaon West,Mumbai,,,1000
Dr. Dhruti Mahajan,MBBS,17,Urologist,Mulund West,Mumbai,,,1500
Dr. Sheetal Mistry,MBBS,6,Urologist,Goregaon West,Mumbai,,,1000
Dr. Vinit Shah,DNB,27,Urologist,Charni Road,Mumbai,,,2500
Dr. Amit Gala,MBBS,15,Urologist,Kandivali,Mumbai,,,1500
Dr. Rajiv Anand,MBBS,48,Psychiatrist,Andheri West,Mumbai,94,289,2000
Dr. Naazneen Ladak,MBBS,18,Psychiatrist,Andheri West,Mumbai,91,222,2000
Dr. Sneha Naik Samant,DPM,14,Psychiatrist,Borivali,Mumbai,97,123,1500
Dr. Santosh Bangar,MBBS,25,Psychiatrist,Parel,Mumbai,100,130,4600
Dr. Jalpa Bhuta,MBBS,25,Psychiatrist,Parel,Mumbai,83,18,2000
Dr. Sagar Mundada,MD,13,Psychiatrist,Powai,Mumbai,97,302,2000
Dr. Darpan Kaur,MBBS,19,Psychiatrist,Sion East,Mumbai,98,123,1500
Dr. Nikhil Gurjar,MBBS,6,Psychiatrist,Mahim,Mumbai,100,28,1500
Dr. Aditya Nair,MBBS,21,Psychiatrist,Chembur East,Mumbai,94,35,1500
Dr. Aditi Chandrashekhar Acharya,MD,17,Psychiatrist,Kurla East,Mumbai,95,94,1300
Dr. Chetan Lokhande,MBBS,14,Psychiatrist,Kurla East,Mumbai,100,33,1300
Dr. Mansi Jain,DNB,11,Psychiatrist,Borivali East,Mumbai,,,1500
Dr. Rohann Bokdawala,MBBS,15,Psychiatrist,Marine Lines,Mumbai,97,457,2500
Dr. Priyadarshani Jain,MD,11,Psychiatrist,Andheri East,Mumbai,99,176,3000
Dr. Ahmed Reshamvala,MBBS,6,Psychiatrist,Bandra West,Mumbai,,,1250
Dr. Chinmay Kulkarni,DPM,15,Psychiatrist,Powai,Mumbai,99,219,1500
Dr. Austin Fernandes,MBBS,11,Psychiatrist,Powai,Mumbai,,,1800
Dr. Kedar Tilwe,DNB,17,Psychiatrist,Mahim,Mumbai,92,25,2000
Dr. Bharat Mali,MD,10,Psychiatrist,Chira Bazaar,Mumbai,,,1000
Dr. Chetan D Rathod,MD,5,Psychiatrist,Vileparle West,Mumbai,,,1500
Dr. Shyam Mithiya,MBBS,17,Psychiatrist,Ghatkopar West,Mumbai,96,1387,1750
Dr. Sumedha Tiwari,MBBS,13,Psychiatrist,Andheri West,Mumbai,96,27,1500
Dr. Paresh C. Trivedi,MBBS,29,Psychiatrist,Andheri West,Mumbai,96,912,1500
Dr. Adita Agrawal,MBBS,15,Psychiatrist,Andheri West,Mumbai,84,25,1500
Dr. Anita Sukhwani,MBBS,33,Psychiatrist,Mahalaxmi,Mumbai,95,202,3000
Dr. Milan Balakrishnan,DPM,13,Psychiatrist,Bandra West,Mumbai,93,29,3000
Dr. Anshu Kulkarni,MD,26,Psychiatrist,Mahim,Mumbai,90,255,3000
Dr. Parijat Roy,MD,10,Psychiatrist,Dadar West,Mumbai,,,1500
Dr. Dean Creado,MBBS,20,Psychiatrist,Bandra West,Mumbai,100,33,2000
Dr. Jyoti Maheshwari,MBBS,29,Psychiatrist,Andheri West,Mumbai,92,13,3000
Dr. Akanksha Rathi Maheshwari,MBBS,11,Psychiatrist,Andheri West,Mumbai,,,2000
Dr. Vani Kulhalli,MBBS,20,Psychiatrist,Bandra West,Mumbai,95,20,2500
Dr. Prashant Sunil Chaudhari,MBBS,11,Psychiatrist,Parel,Mumbai,,,2000
Dr. Shoaib Padaria Fakhruddin,MBBS,42,Cardiologist,Tardeo,Mumbai,82,17,1500
Dr. Surinder Hansra,MBBS,25,Cardiologist,Kandivali East,Mumbai,93,107,1200
Dr. Ashish Agrawal,DM,21,Cardiologist,Mulund West,Mumbai,98,420,1500
Dr. C. B. Munjewar,MBBS,18,Cardiologist,Ghatkopar,Mumbai,98,59,1500
Dr. Praveen Kulkarni,MBBS,22,Cardiologist,Parel,Mumbai,92,24,1850
Dr. Nilesh Gautam,MBBS,23,Cardiologist,Mahim,Mumbai,,,1800
Dr. Irfan Khan,MBBS,21,Cardiologist,Powai,Mumbai,100,14,2600
Dr. Rushikesh Patil,MBBS,20,Cardiologist,Powai,Mumbai,92,12,2600
Dr. Ganesh Manudhane,MD,13,Cardiologist,Borivali West,Mumbai,,,1500
Dr. Nitesh B. Karnire,MBBS,15,Cardiologist,Bandra East,Mumbai,,,1000
Dr. Kamales Kumar Saha,MBBS,38,Cardiologist,Goregaon East,Mumbai,92,24,3300
Dr. Ramesh Kawar,MBBS,27,Cardiologist,Malad West,Mumbai,80,46,1500
Dr. Aditya Dhawale,MBBS,15,Cardiologist,Ghatkopar West,Mumbai,91,11,1000
Dr. Ravish Ramesh Rawal,MBBS,18,Cardiologist,Borivali East,Mumbai,,,1500
Dr. Ganesh Kumar A.V,MBBS,22,Cardiologist,Powai,Mumbai,,,2600
Dr. Chetan Bhambure,MBBS,27,Cardiologist,Mira Road,Mumbai,91,11,1000
Dr. Anup Taksande,MBBS,21,Cardiologist,Mira Road,Mumbai,,,750
Dr. Ambardekar Shekhar Shriram,MBBS,46,Cardiologist,Mahim,Mumbai,94,18,1800
Dr. Ankur Phatarpekar,DM,20,Cardiologist,Prabhadevi,Mumbai,98,55,2000
Dr. Patil Amit,DM,13,Cardiologist,Chembur,Mumbai,,,1500
Dr. Ashish Mishra,MBBS,5,Cardiologist,Mira Road,Mumbai,,,1000
Dr. Ashwin.B. Mehta,MBBS,58,Cardiologist,Charni Road,Mumbai,,,4000
Dr. Maulik Parekh,DNB,16,Cardiologist,Charni Road,Mumbai,,,2000
Dr. Manoj R. Mashru,MBBS,38,Cardiologist,Charni Road,Mumbai,,,2500
Dr. Ajit R. Menon,DM,29,Cardiologist,Charni Road,Mumbai,,,4000
Dr. Talha Meeran,MBBS,11,Cardiologist,Charni Road,Mumbai,,,1500
Dr. Haresh Mehta,MBBS,34,Cardiologist,Mahim,Mumbai,,,3500
Ms. Neha Kava (DT),BSc,15,Dietetian,Kandivali West,Mumbai,100,22,2000
Dr. Saily Sanjay Patil,MS,9,Dietetian,Malad West,Mumbai,91,11,600
Ms. Ushma Haria,PGD,15,Dietetian,Chembur East,Mumbai,,,800
Ms. Geeta Shenoy,BSc,34,Dietetian,Chembur East,Mumbai,98,262,2500
Ms. Smita Nanda R D,PGD,18,Dietetian,Kandivali East,Mumbai,97,329,1200
Ms. Dt Ruchita Maheshwari,PG,12,Dietetian,Andheri East,Mumbai,92,36,850
Ms. Bijal Furia,MSc,8,Dietetian,Ghatkopar,Mumbai,,,400
Ms. Apeksha Thakkar,PG,18,Dietetian,Mulund West,Mumbai,100,13,2000
Ms. Himani Mittal,BSc,21,Dietetian,Andheri West,Mumbai,100,31,1500
Ms. Aarti,BSc,11,Dietetian,Andheri East,Mumbai,91,157,500
Ms. Hetal Dharod,MSc,24,Dietetian,Kandivali West,Mumbai,94,48,1200
Ms. Sajida Shaikh,PGDND,6,Dietetian,Mira Road,Mumbai,98,122,1000
Ms. Malika Kabra Rathi,MSc,17,Dietetian,Lokhandwala,Mumbai,99,111,3500
Ms. Mansi Padechia,PG,14,Dietetian,Tardeo,Mumbai,99,236,2000
Dr. Zubeda Tumbi (PhD),PhD,35,Dietetian,Andheri West,Mumbai,96,1044,1500
Dr. Pooja Sharma (PhD),PhD,20,Dietetian,Powai,Mumbai,98,44,1500
Ms. Sonali Patil,BSc,10,Dietetian,Andheri West,Mumbai,100,15,1000
Ms. Richa Doshi,BSc,14,Dietetian,Kandivali West,Mumbai,97,331,800
Ms. Pushpa Ladsariya,MSc,5,Dietetian,Worli,Mumbai,99,164,1500
Ms. Khushboo Jain Tibrewala,PG,15,Dietetian,Cumballa Hill,Mumbai,96,26,3000
Ms. Shruti Kainya,PG,6,Dietetian,Worli,Mumbai,,,2500
Ms. Ayesha Sardar,BSc,5,Dietetian,Mulund West,Mumbai,,,450
Ms. Arohi Shah,CFN,12,Dietetian,Tardeo,Mumbai,,,2500
Ms. Bansi Mehta,PG,10,Dietetian,Oshiwara,Mumbai,,,600
Ms. Karishma Hindlekar,MSc,5,Dietetian,Borivali West,Mumbai,,,450
Ms. Bhumika Khushalani,PG,16,Dietetian,Chembur East,Mumbai,100,40,2500
Ms. Kanchan Patwardhan,MSc,27,Dietetian,Kurla East,Mumbai,98,167,2000
Ms. Mitalee Doshi,PG,16,Dietetian,Mulund West,Mumbai,98,96,800
Ms. Ritu Agarwal,BSc,21,Dietetian,Andheri West,Mumbai,100,17,0
Ms. Shweta Uchil,PGD,25,Dietetian,Kandivali West,Mumbai,93,15,0
Ms. Urvi Vakharia,PGDND,19,Dietetian,Mulund West,Mumbai,98,373,250
Ms. Richa Anand,PG,24,Dietetian,Powai,Mumbai,,,900
Ms. Setareh Nouri,MSc,6,Dietetian,Andheri West,Mumbai,100,16,600
Ms. Meghna Parekh Sheth,PGD,27,Dietetian,Kandivali West,Mumbai,96,197,500
Ms. Venu Adhiya Hirani,BSc,30,Dietetian,Andheri West,Mumbai,,,1000
Ms. Deepa Nandy,PG,17,Dietetian,Andheri West,Mumbai,99,298,3000
Ms. Pradnya Padhye,MSc,23,Dietetian,Powai,Mumbai,100,268,1500
Ms. Mukta Tolani,DDHN,10,Dietetian,Kandivali West,Mumbai,97,30,3000
Ms. Akshata Mallya Shenoy,BSc,12,Dietetian,Vileparle West,Mumbai,,,2500
Ms. Sonal Bhosale,BSc,17,Dietetian,Kandivali West,Mumbai,,,0
Ms. Anushree Patil,PG,4,Dietetian,Parel,Mumbai,,,450
Ms. Kirti Muthal,DDHN,9,Dietetian,Borivali West,Mumbai,,,2000
Ms. Vrinda Nair,BSc,18,Dietetian,Cuffe Parade,Mumbai,,,450
Dr. Nitin A Jain,DNB,18,Gastroenterologist,Powai,Mumbai,86,65,1000
Dr. Keyur A Sheth,MBBS,22,Gastroenterologist,Chembur,Mumbai,88,77,1500
Dr. Vinay Kumar Dhir,MBBS,41,Gastroenterologist,Mahim,Mumbai,,,2500
Dr. Gaurav Nitin Chaubal,MBBS,20,Gastroenterologist,Parel,Mumbai,100,11,1850
Dr. Mehul Choksi,MBBS,23,Gastroenterologist,Mahim,Mumbai,90,231,1500
Dr. Nitin Aherrao,MBBS,17,Gastroenterologist,Andheri West,Mumbai,94,159,2000
Dr. Alisha Chaubal,MBBS,15,Gastroenterologist,Parel,Mumbai,,,1850
Dr. Vasudev,MBBS,25,Gastroenterologist,Bhandup,Mumbai,85,212,2000
Dr. Siddhesh Vijay Rane,MBBS,11,Gastroenterologist,Borivali West,Mumbai,,,2000
Dr. Bhooshan Pandit,MBBS,22,Gastroenterologist,Powai,Mumbai,90,102,1600
Dr. Purushottam Vashistha,MBBS,25,Gastroenterologist,Powai,Mumbai,89,115,2000
Dr. Imran Shaikh,MBBS,19,Gastroenterologist,Mira Road,Mumbai,100,22,1050
Dr. Geeta Malkan Billa,MBBS,33,Gastroenterologist,Powai,Mumbai,87,46,1900
Dr. Meghraj Ingle,MBBS,22,Gastroenterologist,Parel,Mumbai,,,2350
Dr. Vibhor Borkar,MBBS,18,Gastroenterologist,Tardeo,Mumbai,,,2000
Dr. Shankar Zanwar,MBBS,17,Gastroenterologist,Sion,Mumbai,100,14,1500
Dr. Vikas Pandey,MBBS,9,Gastroenterologist,Parel,Mumbai,,,2350
Dr. Akash Shukla,DM,23,Gastroenterologist,Charni Road,Mumbai,92,26,2500
Dr. Mrudul vishanji dharod,DNB,17,Gastroenterologist,Charni Road,Mumbai,89,18,2000
Dr. Pratik Tibdewal,MBBS,16,Gastroenterologist,Borivali West,Mumbai,71,17,1000
Dr. Darshil Shah,MBBS,16,Gastroenterologist,Borivali West,Mumbai,,,1500
Dr. Amit Gupte,MBBS,19,Gastroenterologist,Charni Road,Mumbai,,,1500
Dr. Pankaj Ashok Agarwal,MBBS,27,Neurologist,Parel,Mumbai,73,15,2350
Dr. Nilesh Vijay Chaudhary,MBBS,15,Neurologist,Powai,Mumbai,98,45,1600
Dr. Kaustubh Mahajan,MBBS,10,Neurologist,Mahim,Mumbai,94,16,2000
Dr. Pruthviraj Dabarase,MD,16,Neurologist,Vikhroli,Mumbai,100,15,1500
Dr. Ramesh Patankar,MBBS,39,Neurologist,Mahim,Mumbai,78,91,1300
Dr. Vinod Rambal,MCh,42,Neurologist,Mira Road,Mumbai,95,19,1000
Dr. Pavan Pai,MBBS,17,Neurologist,Mira Road,Mumbai,100,17,1000
Dr. Shekhar Patil,MD,27,Neurologist,Chembur,Mumbai,94,34,2000
Dr. Adukia Sachin Ajitkumar,MBBS,15,Neurologist,Powai,Mumbai,,,1600
Dr. Darpan J. Thakre,MBBS,16,Neurologist,Andheri West,Mumbai,67,15,3000
Dr. Prashant Makhija,MBBS,20,Neurologist,Mumbai Central,Mumbai,92,13,2000
Dr. Pradeep Tiwari,DM,8,Neurologist,Chembur,Mumbai,,,1000
Dr. Nadaf Swaleha Nurulla,MBBS,14,Neurologist,Andheri West,Mumbai,,,2500
Dr. Vivek Patel,DNB,19,Neurosurgeon,Borivali West,Mumbai,,,2500
Dr. Shradha Maheshwari,MBBS,20,Neurosurgeon,Andheri West,Mumbai,,,3000
Dr. Gautam Siddharth Ashok,MBBS,17,Neurosurgeon,Andheri West,Mumbai,,,3000
Dr. Nitin Dange,MCh,29,Neurosurgeon,Parel,Mumbai,,,5000
Dr. Suresh Sankla,MBBS,41,Neurosurgeon,Parel,Mumbai,,,1850
Dr. D. P. Muzumdar,MBBS,34,Neurosurgeon,Mahim,Mumbai,,,1800
Dr. Sachin Ashokrao Giri,MBBS,14,Neurosurgeon,Powai,Mumbai,,,1600
Dr. Mahesh Chaudhari,MBBS,46,Neurosurgeon,Mahim,Mumbai,,,2500
Dr. Aditya Patil,MBBS,15,Neurosurgeon,Wadala,Mumbai,,,1500
Dr. Vinod Rambal,MCh,42,Neurosurgeon,Mira Road,Mumbai,95,19,1000
Dr. Ashwin Borkar,MBBS,19,Neurosurgeon,Mira Road,Mumbai,,,1000
Dr. Khursheed Ansari,MBBS,19,Neurosurgeon,Powai,Mumbai,100,12,1800
Dr. Chandranath Tiwari,MBBS,22,Neurosurgeon,Tardeo,Mumbai,,,800
Dr. Saurav Samantray,MBBS,19,Neurosurgeon,Santacruz West,Mumbai,,,2000
Dr. Raghvendra Ramdasi,MBBS,22,Neurosurgeon,Chembur East,Mumbai,,,1500
Dr. Raj Agarbattiwala,MBBS,12,Neurosurgeon,Chembur,Mumbai,,,1200
Dr. Darpan J. Thakre,MBBS,16,Neurosurgeon,Andheri West,Mumbai,67,15,3000
Dr. Sumeet G Pawar,DNB,15,Neurosurgeon,Chembur East,Mumbai,,,2000
Dr. Ajit Mishra,MBBS,14,Neurosurgeon,Malad West,Mumbai,,,1200
Dr. Smita Thorve,MBBS,10,Neurosurgeon,Chembur East,Mumbai,,,1500
Dr. Indu Bubna,MD,22,Pulmonologist,Malad West,Mumbai,97,670,1500
Dr. Prabodh Garg,MBBS,9,Pulmonologist,Malad West,Mumbai,,,1000
Dr. Abhijit Ahuja,MD,8,Pulmonologist,Chembur East,Mumbai,92,12,1500
Dr. Avya Bansal,MBBS,10,Pulmonologist,Bandra West,Mumbai,99,134,1500
Dr. Amit P Gawnde,TDD,8,Pulmonologist,Andheri West,Mumbai,,,1500
Dr. Swapnil Mehta,DM,18,Pulmonologist,Powai,Mumbai,79,24,1600
Dr. Harish Chafle,MBBS,15,Pulmonologist,Parel,Mumbai,,,2100
Dr. Hemil Jasani,MBBS,16,Pulmonologist,Chembur East,Mumbai,,,1200
Dr. Sarthak Rastogi,MBBS,16,Pulmonologist,Chembur East,Mumbai,100,13,1500
Dr. Swapnil M Thorve,MBBS,12,Pulmonologist,Tilak Nagar,Mumbai,,,1000
Dr. Vaibhav R. Kubal,MBBS,15,Pulmonologist,Mahim,Mumbai,,,1800
Dr. Arpan Dhoka,MBBS,12,Pulmonologist,Chembur,Mumbai,100,13,1200
Dr. Harshil Shah,MBBS,7,Pulmonologist,Kandivali,Mumbai,82,17,1500
Dr. Vikas Punamiya,MBBS,20,Pulmonologist,Mahim,Mumbai,,,3500
Dr. Jayalakshmi T K,MBBS,30,Pulmonologist,Chembur,Mumbai,,,1000
Dr. Richa Mittal,MD,11,Pulmonologist,Charni Road,Mumbai,,,2000
Dr. Susheel Kumar Bindroo,MBBS,20,Pulmonologist,Charni Road,Mumbai,92,13,3500
Dr. Siddharth V. Nachane,MBBS,16,Bariatric_Surgeon,Wadala,Mumbai,,,1500
Dr. Sanjay Borude,MS,40,Bariatric_Surgeon,Chembur,Mumbai,98,102,3000
Dr. Aparna Govil Bhasker,MS,18,Bariatric_Surgeon,Andheri West,Mumbai,94,107,1500
Dr. Vishal Diddi,MBBS,18,Bariatric_Surgeon,Andheri West,Mumbai,100,47,1500
Dr. Manoj Gandhi,DNB,29,Bariatric_Surgeon,Dadar,Mumbai,88,26,1000
Dr. Jayashree Todkar,MBBS,32,Bariatric_Surgeon,Powai,Mumbai,95,111,1500
Dr. Ramen Goel,MBBS,38,Bariatric_Surgeon,Chembur,Mumbai,96,28,1500
Dr. Muffazal Lakdawala,MBBS,33,Bariatric_Surgeon,Worli,Mumbai,97,169,4000
Dr. Ankit Potdar,MBBS,13,Bariatric_Surgeon,Goregaon West,Mumbai,,,1000
Dr. Brijesh Dube,MBBS,26,Bariatric_Surgeon,Malad West,Mumbai,,,1000
Dr. Neena Singh Chitnis,MBBS,20,Rheumatologist,Mahim,Mumbai,,,2000
Dr. Dipti Patel,MBBS,21,Rheumatologist,Mumbai Central,Mumbai,100,16,1250
Dr. Aneesa Kapadia,MBBS,16,Rheumatologist,Charni Road,Mumbai,100,23,2000
Dr. S.M.Akerkar,MBBS,20,Rheumatologist,Bhandup West,Mumbai,94,2886,800
Dr. Nilesh Nolkha,MBBS,14,Rheumatologist,Mazgaon,Mumbai,88,24,2000
Dr. Nitesh Jain,MBBS,22,Rheumatologist,Kandivali East,Mumbai,89,28,500
Dr. Nimish Nanawati,MBBS,42,Rheumatologist,Vileparle West,Mumbai,93,29,3000
Dr. RPS Hasija,FIORA,9,Rheumatologist,Andheri East,Mumbai,,,1500
Dr. Tushar Tanaji Telvekar,MD,10,Rheumatologist,Mazgaon,Mumbai,,,400
Dr. Isha Sood,MD,16,Rheumatologist,Borivali West,Mumbai,,,1500
Dr. Kalpesh Ghelani,DC,22,Chiropractor,Bandra West,Mumbai,100,417,4000
Dr. K.A. Mohan,BDS,55,Dentist,Domlur,Bangalore,96,54,500
Dr. Sumanth Shetty,BDS,25,Dentist,Koramangala,Bangalore,97,4433,300
